"...1","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43"
"","","Population","Population","Population","Population","Répartition par âge en %","Répartition par âge en %","Répartition par âge en %","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Mouvement de la population (en ‰)","Ménage","Ménage","Surface","Surface","Surface","Surface","Surface","Surface","Surface","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Economie 2)","Constructions et logements","Constructions et logements","Protection sociale","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)","Partis politiques en % (élections au Conseil national)"
"","","2017","2010-2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2004/09","2004/09","1979/85-2004/09","2004/09","1979/85-2004/09","2004/09","2004/09","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2016p","2018","2016","2017","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"Code commune","Commune","Habitants","Variation en %","Densité de la population par km²","Etrangers en %","0-19 ans","20-64 ans","65 ans ou plus","Taux brut de nuptialité","Taux brut de divortialité","Taux brut de natalité","Taux brut de mortalité","Ménages privés","Taille moyenne des ménages en personnes","Surface totale en km²","Surfaces d'habitat et d'infrastructure en %","Variation en ha","Surface agricole en %","Variation en ha","Surface boisée en %","Surface improductive en %","Emplois total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Etablissements total","Secteur primaire","Secteur secondaire","Secteur tertiaire","Taux de logements vacants","Nouveaux logements construits pour 1000 habitants","Taux d'aide sociale","PLR 3)","PDC","PS","UDC","PEV/PCS","PVL","PBD","PST/Sol.","PES","Petits partis de droite"
"5429","Longirod","469","11.40142518","49.62962963","17.27078891","23.02771855","59.91471215","17.0575693","4.314994606","0","4.314994606","2.157497303","194","2.417525773","9.5","3.171247357","5","39.21775899","-9","57.29386892","0.317124736","66","35","X","30","35","14","X","20","6.465517241","0","1.3100436680000001","33.292483660099997","3.5947712418000002","13.031045751600001","28.5539215686","1.5522875816999999","3.0228758170000001","5.6781045751999999","1.8382352941","7.8839869280999997","0.24509803920000001"
"5430","Marchissy","454","9.397590361","37.89649416","10.13215859","24.22907489","61.45374449","14.31718062","0","2.249718785","11.24859393","4.49943757","176","2.5625","11.92","2.931323283","11","31.99329983","-14","64.99162479","0.083752094","77","34","17","26","34","9","5","20","1.408450704","0","2.988505747","25.9970457903","2.3141309699999999","16.789758739500002","22.9443623831","0.88626292470000001","9.4534711965000007","2.2648941408000001","2.8064992613999999","14.032496307200001","0"
"5431","Mollens (VD)","300","7.52688172","27.29754322","16","19.66666667","63","17.33333333","10.11804384","3.372681282","13.49072513","10.11804384","122","2.459016393","11.06","2.262443439","4","46.78733032","-6","50.22624434","0.723981901","53","29","5","19","33","15","5","13","3.896103896","0","2.3890784979999999","23.771498771499999","2.5184275183999998","14.066339066299999","38.144963144999998","0","2.0270270269999999","4.4840294839999997","3.1326781327000002","8.2309582310000007","0"
"5432","Montherod","532","-2.205882353","107.2580645","31.20300752","23.68421053","64.84962406","11.46616541","5.730659026","3.820439351","13.37153773","7.640878701","194","2.592783505","4.96","7.272727273","10","46.66666667","-7","45.65656566","0.404040404","135","19","30","86","30","9","6","15","0","0","X","26.811210999499998","5.0237969327999998","10.9994711793","27.657324167100001","0.95187731360000005","4.2834479111999997","1.7979904812","1.6393442623000001","17.345319936500001","0.4230565838"
"5434","Saint-George","1028","10.18220793","83.44155844","20.81712062","23.6381323","60.21400778","16.14785992","3.96039604","1.98019802","7.920792079","6.930693069","402","2.502487562","12.32","5.758313058","18","17.68045418","-19","76.39902676","0.162206002","195","22","32","141","74","7","10","57","1.596806387","17.78242678","1.814516129","32.411161459600002","3.2673503458000002","18.912473169599998","18.673980443600001","0.21464345339999999","5.9384688767","1.4548056283999999","4.1020748866999996","10.8991175769","0.57238254229999996"
"5435","Saint-Livres","682","12.17105263","83.99014778","17.15542522","22.72727273","63.3431085","13.92961877","2.919708029","2.919708029","10.2189781","5.839416058","293","2.320819113","8.11","6.543209877","14","49.62962963","-20","42.96296296","0.864197531","100","41","10","49","46","14","X","28","1.875","0","2.61627907","21.9531455646","2.8691760990000001","25.848907607299999","28.086338510099999","0.84232692809999998","5.2908660174","2.0268491707999998","1.4477494076999999","9.133982627","1.3687812582000001"
"5436","Saint-Oyens","365","17.74193548","119.2810458","20.82191781","24.65753425","63.83561644","11.50684932","8.403361345","0","14.00560224","8.403361345","138","2.644927536","3.04","4.934210526","5","56.57894737","-3","38.48684211","0","42","12","9","21","20","6","X","11","1.986754967","0","1.719197708","32.645301466600003","3.2047800109","8.8538837588000003","37.153720803900001","2.0097772949000001","3.9652362846","1.0863661054","1.0320478001","6.6811515480999999","0"
"5437","Saubraz","423","19.49152542","114.0161725","21.51300236","30.02364066","60.9929078","8.983451537","4.722550177","2.361275089","4.722550177","9.445100354","144","2.930555556","3.69","7.027027027","6","46.21621622","-7","45.67567568","1.081081081","43","6","16","21","23","X","8","13","7.514450867","2.544529262","1.41509434","17.214111922099999","4.7445255474000003","19.0389294404","37.652068126499998","0","1.6423357664","0.48661800490000001","0.54744525550000001","18.126520681300001","0"
"5451","Avenches","4208","26.29051621","216.1273754","36.31178707","22.50475285","61.64448669","15.85076046","3.821351803","1.910675902","13.13589682","5.970862193","1694","2.414994097","19.42","18.4251158","169","64.17910448","-173","16.46937725","0.92640247","2640","144","825","1671","331","33","53","245","0.985452839","18.00486618","4.8007681230000001","23.063204451400001","2.8534741047000001","23.633899272400001","27.5431587958","0.59922956199999999","3.2030246826000002","3.1316878299000002","1.2269938650000001","5.4572692253000001","6.3133114567000002"
"5456","Cudrefin","1589","23.2738557","102.4500322","12.20893644","22.84455632","62.74386407","14.41157961","5.085823268","1.907183725","6.993006993","6.357279085","665","2.381954887","15.58","8.007566204","27","60.592686","-24","22.69861286","8.701134931","358","76","37","245","119","21","15","83","1.191765981","18.46965699","1.3487475920000001","29.375928677600001","1.8424962853","20.7875185736","28.6627043091","0.41604754830000001","4.7102526002999996","2.4665676077000001","1.5156017830999999","7.9940564635999998","0.52005943539999999"
"5458","Faoug","895","20.94594595","257.183908","18.32402235","20.11173184","66.1452514","13.74301676","5.63697858","2.254791432","6.764374295","9.019165727","408","2.191176471","3.49","19.59654179","16","54.75504323","-14","25.07204611","0.576368876","151","18","38","95","54","8","12","34","5.420560748","33.72093023","1.2514220709999999","16.993957703900001","8.5347432023999996","19.284994964799999","23.690835850999999","0.15105740179999999","5.8157099698000003","3.5246727089999998","2.1148036254","10.548841893300001","5.8912386707"
"5464","Vully-les-Lacs","3086","35.46971027","147.5143403","14.77640959","20.382372","60.72585872","18.89176928","3.980759662","1.326919887","12.9374689","8.956709239","1344","2.279761905","20.9","11.73131504","47","67.02932829","-51","17.40775781","3.831598865","620","200","60","360","196","57","25","114","0.658895084","19.09476662","1.9028202510000001","32.417690740600001","4.2583952159000003","13.583492146899999","30.203062364499999","0.74916212130000004","3.8378129723000001","4.3175395939000003","1.6428993888000001","5.6910034829000002","1.8269041204000001"
"5471","Bettens","571","68.43657817","152.6737968","15.76182137","25.74430823","67.60070053","6.654991243","3.466204506","1.733102253","13.86481802","6.932409012","220","2.595454545","3.76","12.26666667","-23","72.8","17","14.66666667","0.266666667","92","23","9","60","35","11","X","21","1.239669422","17.95332136","1.200686106","24.3545611015","6.7125645439000001","14.457831325300001","30.9380378657","0.81755593800000004","2.4956970740000002","3.7865748709","1.2908777969","9.9397590360999999","4.3029259899999998E-2"
"5472","Bournens","417","48.92857143","106.6496164","21.82254197","27.57793765","57.79376499","14.62829736","2.534854246","2.534854246","5.069708492","5.069708492","158","2.626582278","3.89","7.474226804","8","74.74226804","-8","16.2371134","1.546391753","53","22","5","26","28","7","5","16","1.704545455","40.32258065","1.8817204300000001","25.710900473900001","1.1255924171","17.654028436000001","36.315165876800002","1.2440758294000001","5.8056872037999998","3.0805687204000001","0.29620853079999998","7.5236966824999998","5.9241706200000001E-2"
"5473","Boussens","982","12.6146789","310.7594937","15.88594705","24.9490835","63.03462322","12.01629328","7.135575943","1.019367992","14.27115189","3.058103976","359","2.735376045","3.18","9.119496855","15","77.67295597","-14","13.20754717","0","98","15","14","69","45","7","6","32","1.061007958","4.162330905","0.81632653099999997","22.062552831800001","4.2054099746000002","16.673710904499998","34.467455621299997","0.33812341499999998","2.6838546069000002","3.2967032967000001","1.4581572274000001","11.2426035503","0.99323753169999995"
"5474","La Chaux (Cossonay)","421","-0.236966825","62.46290801","12.11401425","25.17814727","60.33254157","14.48931116","2.372479241","0","9.489916963","9.489916963","163","2.582822086","6.77","6.18556701","2","76.14138439","-3","17.08394698","0.58910162","80","22","12","46","39","11","8","20","2.395209581","9.501187649","X","21.4876033058","3.4797738147000001","16.180948238399999","29.056111352799999","0.26098303610000001","4.7411918225000003","0.52196607220000002","2.2183558069","17.137886037400001","0.26098303610000001"
"5475","Chavannes-le-Veyron","141","13.70967742","53.40909091","19.85815603","19.85815603","68.79432624","11.34751773","0","0","14.08450704","7.042253521","56","2.517857143","2.66","6.015037594","1","68.04511278","-2","25.56390977","0.37593985","38","20","X","16","15","7","X","6","0","50","X","17.176470588200001","0.35294117650000001","21.764705882400001","34.941176470599999","2.3529411764999999","2.7058823528999998","3.1764705881999999","2.2352941176000001","15.176470588200001","0"
"5476","Chevilly","298","21.63265306","76.6066838","9.731543624","26.17449664","61.40939597","12.41610738","0","0","10.1010101","3.367003367","125","2.384","3.82","5.555555556","-1","76.71957672","0","17.46031746","0.264550265","30","12","X","14","20","5","X","12","2.290076336","10.45296167","2.3648648649999999","35.490463215299997","2.1117166212999998","14.713896457800001","22.752043596699998","1.5667574931999999","4.7002724795999997","1.7711171662","0.47683923709999998","13.6239782016","0.340599455"
"5477","Cossonay","3813","13.21258907","460.5072464","22.81667978","23.70836612","63.78179911","12.50983478","3.48759222","2.414486922","11.53588196","3.219315895","1627","2.343577136","8.23","14.0776699","33","62.5","-36","23.17961165","0.242718447","1329","47","166","1116","246","13","35","198","0.40091638","7.129147244","2.6633717739999998","24.015231092400001","4.2345063024999998","25.137867647099998","21.717436974799998","1.5887605041999999","4.0900735293999997","1.3918067226999999","2.4553571429000001","12.7691701681","0.78125"
"5478","Cottens (VD)","478","9.132420091","203.4042553","14.0167364","25.94142259","57.32217573","16.73640167","4.158004158","2.079002079","8.316008316","0","181","2.640883978","2.42","11.25","10","74.16666667","-10","14.58333333","0","103","34","26","43","37","8","X","25","0","4.22832981","X","30.969875091799999","3.8941954445000002","14.3644379133","23.622336517299999","2.0205731079999998","4.1146216017999997","1.6899338721999999","3.8574577517000002","13.005143277","1.3225569434"
"5479","Cuarnens","479","25.06527415","67.18092567","12.52609603","23.38204593","62.63048017","13.9874739","0","4.166666667","20.83333333","8.333333333","189","2.534391534","7.06","4.654442877","6","64.73906911","-8","30.46544429","0.141043724","121","46","26","49","42","16","12","14","2.314814815","18.26484018","X","22.420856610800001","4.4320297952000001","21.1918063315","31.247672253299999","0.11173184360000001","2.7932960894000001","7.1508379888000002","3.5754189944000001","4.5810055865999999","1.6759776536"
"5480","Daillens","999","12.62683202","180.9782609","17.81781782","26.72672673","62.86286286","10.41041041","3.06591722","1.021972407","19.41747573","5.109862034","400","2.4975","5.49","14.38979964","23","65.39162113","-24","20.03642987","0.182149363","1149","43","65","1041","60","13","12","35","1.160092807","23.40425532","1.252609603","26.535572249200001","3.5130357931999998","19.5978789218","24.0388864339","0.13256738840000001","1.25939019","4.7945205479000004","0.83959346000000001","15.3336279275","0.2209456474"
"5481","Dizy","229","3.619909502","75.32894737","11.35371179","24.89082969","64.19213974","10.91703057","0","0","17.7383592","0","84","2.726190476","3.07","7.419354839","3","69.67741935","0","22.90322581","0","60","16","25","19","20","5","5","10","0","0","X","15.3846153846","4.8763736264000004","17.651098901099999","27.197802197800002","0.68681318680000003","6.3873626373999999","3.0219780219999999","1.0989010989000001","20.535714285699999","0.13736263739999999"
"5482","Eclépens","1093","9.62888666","188.4482759","26.80695334","21.68344007","63.7694419","14.54711802","3.757632691","1.878816346","11.27289807","5.636449037","442","2.466063348","5.82","19.93127148","22","52.74914089","-17","26.11683849","1.202749141","1429","40","830","559","82","10","23","49","0","0","1.4478764479999999","21.936319881500001","4.2761940021999996","25.212884117000002","29.211403184000002","0.35172158460000003","2.2399111440000001","2.2028878192999999","1.5734912995000001","10.625694187300001","0.81451314330000002"
"5483","Ferreyres","321","9.183673469","101.5822785","10.59190031","26.1682243","61.99376947","11.83800623","0","3.139717425","9.419152276","3.139717425","116","2.75","3.19","5.956112853","5","52.03761755","-4","41.06583072","0.940438872","51","11","17","23","19","X","5","10","1.526717557","9.554140127","X","12.674543501600001","0.64446831360000001","27.013963480099999","21.482277121399999","1.9334049409","3.7056928033999998","2.9001074114000001","5.3705692802999998","18.689581095600001","0.96670247050000002"
"5484","Gollion","917","47.19101124","168.2568807","15.9214831","22.02835333","63.57688113","14.39476554","3.300330033","1.100110011","16.50165017","5.500550055","400","2.2925","5.48","8.241758242","7","80.4029304","-7","11.17216117","0.183150183","232","60","59","113","60","15","13","32","1.639344262","0","1.553829079","22.0450922341","5.3518560692000001","17.604190389399999","34.092461853800003","2.7556365292999998","3.0061489410000002","1.8902300159000001","2.4595764063000001","8.4263265770999993","0.5237986791"
"5485","Grancy","403","6.332453826","71.07583774","16.87344913","23.57320099","62.28287841","14.1439206","4.932182491","2.466091245","2.466091245","2.466091245","158","2.550632911","5.63","4.770318021","2","68.3745583","-3","26.50176678","0.353356891","82","19","23","40","33","6","7","20","0.588235294","2.525252525","1.9607843140000001","34.8623853211","2.8542303771999999","18.144750254800002","24.464831804300001","0.20387359839999999","4.5361875637000004","2.3445463811999998","0.30581039760000001","9.6839959224999994","5.0968399599999999E-2"
"5486","L'Isle","1000","2.564102564","61.65228113","10.8","21.3","59.2","19.5","5.908419498","0","9.84736583","5.908419498","421","2.372921615","16.26","5.350553506","15","47.84747847","-27","46.55596556","0.24600246","333","56","114","163","106","22","23","61","1.98019802","3.875968992","3.4917555770000002","19.879404560000001","1.3566986997999999","22.498586772199999","32.183908045999999","1.6958733748000001","2.6757113246999999","3.8251366120000001","2.0915771622000001","10.1940832862","0.26380252500000001"
"5487","Lussery-Villars","459","31.14285714","122.7272727","19.17211329","20.69716776","67.32026144","11.98257081","10.88139282","0","10.88139282","4.352557127","197","2.324873096","3.74","6.702412869","5","82.57372654","-5","9.919571046","0.804289544","56","19","6","31","29","7","6","16","0","47.50593824","X","20.029311187099999","2.8822667318000001","24.767953102100002","30.776746458200002","1.5144113337","6.8392769907000002","4.0058622373999997","2.1983390326999999","6.3507572056999999","4.8851978499999997E-2"
"5488","Mauraz","60","11.11111111","120","3.333333333","20","68.33333333","11.66666667","0","0","0","17.69911504","23","2.608695652","0.47","8.510638298","1","80.85106383","-1","10.63829787","0","18","8","X","10","11","X","X","8","0","0","X","17.5324675325","0.21645021649999999","30.086580086600001","34.199134199100001","0","10.8225108225","0.43290043290000002","2.1645021645","4.5454545455000002","0"
